Arsenal            ,BOSS               ,CBOSS              ,CNN                ,CIF                ,Catch22            ,DrCIF              ,FreshPRINCEClassifier ,HIVECOTEV1         ,HIVECOTEV2         ,InceptionTimeClassifier ,STC                ,TS-CHIEF           ,ResNet             ,ProximityForest    ,RocketClassifier   ,TSFreshClassifier  ,WEASEL
0.7747068676716918 ,0.6730876605248465 ,0.6806253489670575 ,0.6200446677833612 ,0.7663316582914573 ,0.6954215522054717 ,0.7741485203796762 ,   0.768285873813512  ,0.7364600781686209 ,0.7777777777777778 ,     0.7713567839195979 ,0.7166387493020658 ,0.7713567839195979 ,0.666108319374651  ,0.7654941373534339 ,0.7786152987158013 ,0.7252931323283082 ,0.7627024008933556
0.5714285714285714 ,0.525974025974026  ,0.5584415584415584 ,0.5454545454545454 ,0.5714285714285714 ,0.525974025974026  ,0.5909090909090909 ,   0.5584415584415584 ,0.5844155844155844 ,0.577922077922078  ,     0.5324675324675324 ,0.564935064935065  ,0.564935064935065  ,0.5                ,0.538961038961039  ,0.538961038961039  ,0.5974025974025974 ,0.5584415584415584
0.5469613259668509 ,0.430939226519337  ,0.4198895027624309 ,0.2679558011049723 ,0.585635359116022  ,0.505524861878453  ,0.5718232044198895 ,   0.4779005524861878 ,0.5497237569060773 ,0.5607734806629834 ,     0.5165745856353591 ,0.5165745856353591 ,0.5966850828729282 ,0.4668508287292817 ,0.580110497237569  ,0.5524861878453039 ,0.4917127071823204 ,0.5027624309392266
0.946969696969697  ,0.9181818181818182 ,0.906060606060606  ,0.896969696969697  ,0.906060606060606  ,0.9159090909090908 ,0.968181818181818  ,   1.0                ,0.9492424242424242 ,0.9515151515151516 ,     0.9606060606060606 ,0.9356060606060606 ,0.95               ,0.943939393939394  ,0.8446969696969697 ,0.9348484848484848 ,1.0                ,0.956060606060606
0.9552238805970148 ,0.9390191897654584 ,0.9343283582089552 ,0.9326226012793176 ,0.9628997867803838 ,0.9266524520255864 ,0.9223880597014924 ,   0.9637526652452024 ,0.9658848614072496 ,0.9688699360341152 ,     0.9577825159914712 ,0.9893390191897654 ,0.971002132196162  ,0.9727078891257996 ,0.95863539445629   ,0.9560767590618336 ,0.9275053304904052 ,0.9458422174840084
0.9968354430379748 ,0.9968354430379748 ,1.0                ,0.5063291139240507 ,0.9841772151898734 ,0.9746835443037974 ,0.990506329113924  ,   0.981012658227848  ,1.0                ,0.9968354430379748 ,     0.990506329113924  ,0.9873417721518988 ,1.0                ,0.9968354430379748 ,1.0                ,0.9968354430379748 ,0.9841772151898734 ,0.9968354430379748
1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,   1.0                ,1.0                ,1.0                ,     1.0                ,0.9959839357429718 ,1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,1.0
0.8298368298368298 ,0.7738927738927739 ,0.7657342657342657 ,0.7972027972027972 ,0.8286713286713286 ,0.7855477855477856 ,0.8356643356643356 ,   0.837995337995338  ,0.8275058275058275 ,0.8344988344988346 ,     0.8519813519813519 ,0.8344988344988346 ,0.8181818181818182 ,0.837995337995338  ,0.8263403263403264 ,0.8368298368298368 ,0.8123543123543123 ,0.8391608391608392
0.88               ,0.87               ,0.89               ,0.33               ,0.85               ,0.85               ,0.88               ,   0.89               ,0.94               ,0.93               ,     0.91               ,0.94               ,0.84               ,0.93               ,0.69               ,0.88               ,0.87               ,0.93
0.4746666666666667 ,0.432              ,0.496              ,0.3653333333333333 ,0.5013333333333333 ,0.5093333333333333 ,0.5253333333333333 ,   0.584              ,0.5306666666666666 ,0.5706666666666667 ,     0.5946666666666667 ,0.4586666666666666 ,0.4986666666666666 ,0.584              ,0.464              ,0.4666666666666667 ,0.6053333333333333 ,0.4373333333333333
1.0                ,1.0                ,0.8944444444444445 ,0.4888888888888889 ,0.9388888888888888 ,0.9888888888888888 ,0.9833333333333332 ,   1.0                ,1.0                ,1.0                ,     0.9944444444444444 ,1.0                ,1.0                ,0.7555555555555555 ,0.8                ,1.0                ,0.5                ,1.0
0.9                ,0.88               ,0.92               ,0.82               ,0.84               ,0.76               ,0.72               ,   0.76               ,0.94               ,0.9                ,     0.6                ,0.88               ,0.9                ,0.48               ,0.64               ,0.9                ,0.7                ,0.86
0.9                ,0.95               ,0.95               ,0.9                ,0.8                ,0.75               ,0.9                ,   0.9                ,0.95               ,0.95               ,     0.85               ,0.95               ,1.0                ,0.85               ,0.9                ,0.9                ,0.5                ,0.95
0.2921940928270042 ,0.2383966244725738 ,0.305379746835443  ,0.0965189873417721 ,0.3649789029535865 ,0.300632911392405  ,0.4077004219409282 ,   0.3454641350210971 ,0.3670886075949367 ,0.3776371308016877 ,     0.3370253164556962 ,0.3523206751054852 ,0.3612869198312236 ,0.3270042194092827 ,0.3127637130801687 ,0.2805907172995781 ,0.3665611814345991 ,0.3391350210970464
0.8419243986254296 ,0.7800687285223368 ,0.7663230240549829 ,0.7663230240549829 ,0.8384879725085911 ,0.7663230240549829 ,0.8316151202749141 ,   0.8694158075601375 ,0.8419243986254296 ,0.8419243986254296 ,     0.8350515463917526 ,0.7835051546391752 ,0.8247422680412371 ,0.8144329896907216 ,0.8316151202749141 ,0.8384879725085911 ,0.8075601374570447 ,0.845360824742268
0.8347826086956521 ,0.7833333333333333 ,0.8528985507246377 ,0.7115942028985507 ,0.9971014492753624 ,0.8173913043478261 ,0.9992753623188406 ,   0.9666666666666668 ,0.9992753623188406 ,1.0                ,     0.8528985507246377 ,0.9717391304347828 ,0.981159420289855  ,0.8434782608695652 ,0.9239130434782608 ,0.8268115942028985 ,0.9847826086956522 ,0.932608695652174
0.9326923076923076 ,0.9423076923076924 ,0.971153846153846  ,0.1442307692307692 ,0.4519230769230769 ,0.6923076923076923 ,0.6201923076923077 ,   0.7980769230769231 ,0.971153846153846  ,0.9567307692307692 ,     0.966346153846154  ,0.8846153846153846 ,0.9615384615384616 ,0.3317307692307692 ,0.5384615384615384 ,0.9326923076923076 ,0.0192307692307692 ,0.9567307692307692
0.9828571428571428 ,0.9771428571428572 ,0.9828571428571428 ,0.8514285714285714 ,0.9428571428571428 ,0.7942857142857143 ,0.9485714285714286 ,   0.9142857142857144 ,0.9828571428571428 ,0.9942857142857144 ,     0.9828571428571428 ,0.9714285714285714 ,0.9942857142857144 ,0.9771428571428572 ,0.9257142857142856 ,0.9828571428571428 ,0.92               ,0.9771428571428572
0.808641975308642  ,0.8185185185185185 ,0.7901234567901234 ,0.7679012345679013 ,0.7580246913580246 ,0.7333333333333333 ,0.8123456790123457 ,   0.7950617283950617 ,0.8320987654320988 ,0.8308641975308642 ,     0.8493827160493828 ,0.8271604938271605 ,0.8234567901234567 ,0.808641975308642  ,0.717283950617284  ,0.8098765432098766 ,0.8308641975308642 ,0.837037037037037
0.5194805194805194 ,0.5032467532467533 ,0.512987012987013  ,0.3961038961038961 ,0.487012987012987  ,0.4805194805194805 ,0.5162337662337663 ,   0.5032467532467533 ,0.5487012987012987 ,0.5584415584415584 ,     0.5714285714285714 ,0.5454545454545454 ,0.5292207792207793 ,0.525974025974026  ,0.4545454545454545 ,0.525974025974026  ,0.4707792207792208 ,0.5194805194805194
0.6611111111111111 ,0.5272727272727272 ,0.553030303030303  ,0.5873737373737373 ,0.6722222222222223 ,0.5671717171717172 ,0.6858585858585858 ,   0.657070707070707  ,0.6540404040404041 ,0.6611111111111111 ,     0.6368686868686869 ,0.6434343434343435 ,0.6439393939393939 ,0.4924242424242424 ,0.6176767676767677 ,0.6656565656565656 ,0.6585858585858586 ,0.657070707070707
0.98               ,0.3466666666666667 ,0.36               ,0.8533333333333334 ,0.9933333333333332 ,0.84               ,0.98               ,   0.9733333333333334 ,0.9866666666666668 ,0.9866666666666668 ,     0.98               ,0.9333333333333332 ,1.0                ,1.0                ,1.0                ,0.9733333333333334 ,0.9666666666666668 ,0.98
0.8512820512820513 ,0.7128205128205128 ,0.7384615384615385 ,0.5153846153846153 ,0.8025641025641026 ,0.6435897435897436 ,0.8025641025641026 ,   0.7538461538461538 ,0.8128205128205128 ,0.8641025641025641 ,     0.8487179487179487 ,0.8128205128205128 ,0.8307692307692308 ,0.823076923076923  ,0.8051282051282052 ,0.8589743589743589 ,0.7307692307692307 ,0.8
0.588              ,0.472              ,0.438              ,0.62               ,0.568              ,0.35               ,0.592              ,   0.41               ,0.712              ,0.698              ,     0.832              ,0.712              ,0.528              ,0.764              ,0.268              ,0.598              ,0.382              ,0.576
0.9698736637512148 ,0.9271137026239068 ,0.9290573372206026 ,0.9514091350826044 ,0.9630709426627794 ,0.8960155490767736 ,0.9689018464528668 ,   0.8979591836734694 ,0.9659863945578232 ,0.9698736637512148 ,     0.9659863945578232 ,0.9543245869776482 ,0.9650145772594751 ,0.9650145772594751 ,0.9659863945578232 ,0.9698736637512148 ,0.9620991253644317 ,0.9533527696793004
0.9731958762886598 ,0.9447422680412372 ,0.9443298969072164 ,0.8478350515463917 ,0.95340206185567   ,0.9154639175257732 ,0.9567010309278352 ,   0.9505154639175256 ,0.970721649484536  ,0.9764948453608248 ,     0.9703092783505156 ,0.96659793814433   ,0.9711340206185568 ,0.9740206185567012 ,0.9637113402061857 ,0.9727835051546392 ,0.9418556701030928 ,0.9760824742268042
0.9663865546218487 ,0.957983193277311  ,0.9663865546218487 ,0.957983193277311  ,0.9327731092436976 ,0.957983193277311  ,0.9243697478991596 ,   0.9327731092436976 ,0.9831932773109244 ,0.9663865546218487 ,     0.9159663865546218 ,0.9831932773109244 ,0.9747899159663864 ,0.9747899159663864 ,0.9243697478991596 ,0.9663865546218487 ,0.9243697478991596 ,0.9495798319327732
0.7272727272727273 ,0.5584415584415584 ,0.5974025974025974 ,0.3896103896103896 ,0.6883116883116883 ,0.7272727272727273 ,0.7532467532467533 ,   0.8181818181818182 ,0.7402597402597403 ,0.7532467532467533 ,     0.8051948051948052 ,0.7922077922077922 ,0.8181818181818182 ,0.7532467532467533 ,0.7402597402597403 ,0.7272727272727273 ,0.7662337662337663 ,0.6883116883116883
0.7960526315789473 ,0.7039473684210527 ,0.6710526315789473 ,0.6421052631578947 ,0.756578947368421  ,0.7486842105263158 ,0.7881578947368421 ,   0.8144736842105263 ,0.7460526315789474 ,0.8026315789473685 ,     0.7960526315789473 ,0.7236842105263158 ,0.7960526315789473 ,0.7776315789473685 ,0.7578947368421053 ,0.8065789473684211 ,0.7802631578947369 ,0.7842105263157895
0.9333333333333332 ,0.8666666666666667 ,0.8666666666666667 ,0.4                ,0.9333333333333332 ,0.7333333333333333 ,0.9333333333333332 ,   0.8666666666666667 ,0.8666666666666667 ,0.8666666666666667 ,     0.8666666666666667 ,0.7666666666666667 ,0.9                ,0.8333333333333334 ,0.8666666666666667 ,0.9                ,0.8666666666666667 ,0.9666666666666668
0.9555555555555556 ,0.8944444444444445 ,0.8944444444444445 ,1.0                ,1.0                ,0.9333333333333332 ,1.0                ,   0.9722222222222222 ,1.0                ,0.9833333333333332 ,     0.9944444444444444 ,0.9555555555555556 ,0.9888888888888888 ,0.8611111111111112 ,0.9944444444444444 ,0.9333333333333332 ,0.9666666666666668 ,0.9166666666666666
0.8051948051948052 ,0.7662337662337663 ,0.8051948051948052 ,0.5454545454545454 ,0.7792207792207793 ,0.8571428571428571 ,0.8181818181818182 ,   0.8311688311688312 ,0.8051948051948052 ,0.8181818181818182 ,     0.7662337662337663 ,0.8051948051948052 ,0.8311688311688312 ,0.7532467532467533 ,0.7922077922077922 ,0.8051948051948052 ,0.6103896103896104 ,0.7402597402597403
1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,   1.0                ,1.0                ,1.0                ,     1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,1.0
0.8263736263736263 ,0.7208791208791209 ,0.7054945054945055 ,0.6197802197802198 ,0.7912087912087912 ,0.5956043956043956 ,0.7978021978021979 ,   0.7384615384615385 ,0.778021978021978  ,0.832967032967033  ,     0.8461538461538461 ,0.7384615384615385 ,0.8483516483516483 ,0.7406593406593407 ,0.832967032967033  ,0.832967032967033  ,0.6857142857142857 ,0.832967032967033
1.0                ,1.0                ,1.0                ,0.8641114982578397 ,0.9849012775842044 ,0.7723577235772358 ,0.9988385598141696 ,   1.0                ,1.0                ,1.0                ,     1.0                ,0.9953542392566784 ,1.0                ,0.9814169570267132 ,0.8466898954703833 ,1.0                ,0.4970963995354239 ,0.991869918699187
0.8025641025641026 ,0.6974358974358974 ,0.717948717948718  ,0.5307692307692308 ,0.7435897435897436 ,0.5820512820512821 ,0.7512820512820513 ,   0.7102564102564103 ,0.8                ,0.8282051282051283 ,     0.8487179487179487 ,0.8                ,0.8205128205128205 ,0.7897435897435897 ,0.8                ,0.8256410256410256 ,0.6974358974358974 ,0.8076923076923077
0.8531546621998883 ,0.7601898380792853 ,0.7579564489112228 ,0.7233389168062535 ,0.8266331658291457 ,0.7546063651591289 ,0.8380792853154663 ,   0.8403126744835288 ,0.8190954773869347 ,0.8562255723059743 ,     0.8221663874930206 ,0.8020658849804578 ,0.8433835845896147 ,0.7889447236180904 ,0.8271915131211613 ,0.8534338358458962 ,0.803461753210497  ,0.8405918481295366
0.9809373482272948 ,0.977659057795046  ,0.9759592034968432 ,0.9278776104905294 ,0.9808159300631376 ,0.9695240407965032 ,0.9808159300631376 ,   0.9797231665857212 ,0.9797231665857212 ,0.98300145701797   ,     0.9783875667799904 ,0.9779018941233608 ,0.9825157843613403 ,0.9698882952889752 ,0.9811801845556096 ,0.9810587663914522 ,0.9794803302574066 ,0.9825157843613403
0.8634146341463415 ,0.8439024390243902 ,0.8536585365853658 ,0.8390243902439024 ,0.8292682926829268 ,0.8439024390243902 ,0.848780487804878  ,   0.8341463414634146 ,0.848780487804878  ,0.8536585365853658 ,     0.848780487804878  ,0.8390243902439024 ,0.8585365853658536 ,0.824390243902439  ,0.8439024390243902 ,0.8585365853658536 ,0.8439024390243902 ,0.8682926829268293
0.7050359712230215 ,0.6906474820143885 ,0.697841726618705  ,0.6690647482014388 ,0.6906474820143885 ,0.6618705035971223 ,0.6906474820143885 ,   0.6906474820143885 ,0.7050359712230215 ,0.7266187050359713 ,     0.6546762589928058 ,0.6762589928057554 ,0.6762589928057554 ,0.6834532374100719 ,0.6474820143884892 ,0.7050359712230215 ,0.6402877697841727 ,0.7050359712230215
0.9519230769230768 ,0.9855769230769232 ,0.9855769230769232 ,0.1201923076923077 ,0.7788461538461539 ,0.9615384615384616 ,0.8701923076923077 ,   0.9134615384615384 ,0.9855769230769232 ,1.0                ,     1.0                ,0.966346153846154  ,0.9807692307692308 ,0.9855769230769232 ,0.6682692307692307 ,0.9615384615384616 ,0.966346153846154  ,0.9759615384615384
0.9614634146341464 ,0.9536585365853658 ,0.9560975609756096 ,0.8736585365853659 ,0.8936585365853659 ,0.7073170731707317 ,0.9019512195121951 ,   0.8975609756097561 ,0.9546341463414634 ,0.9648780487804878 ,     0.9721951219512196 ,0.9034146341463416 ,0.9668292682926828 ,0.9551219512195122 ,0.946341463414634  ,0.9609756097560976 ,0.871219512195122  ,0.9570731707317072
0.6408839779005525 ,0.4530386740331492 ,0.5082872928176796 ,0.4198895027624309 ,0.5966850828729282 ,0.5524861878453039 ,0.6104972375690608 ,   0.5911602209944752 ,0.6187845303867403 ,0.649171270718232  ,     0.6298342541436464 ,0.6049723756906077 ,0.6546961325966851 ,0.6602209944751382 ,0.5469613259668509 ,0.6160220994475138 ,0.5662983425414365 ,0.6298342541436464
0.6311111111111111 ,0.6422222222222222 ,0.6022222222222222 ,0.5177777777777778 ,0.86               ,0.78               ,0.8533333333333334 ,   0.8933333333333333 ,0.8911111111111111 ,0.8622222222222222 ,     0.5844444444444444 ,0.8644444444444445 ,0.8777777777777778 ,0.3955555555555555 ,0.8711111111111111 ,0.6288888888888889 ,0.8355555555555556 ,0.6644444444444444
0.9738562091503268 ,0.9215686274509804 ,0.8594771241830066 ,0.9477124183006536 ,0.8888888888888888 ,0.9444444444444444 ,0.934640522875817  ,   0.8529411764705882 ,0.869281045751634  ,0.9705882352941176 ,     0.9477124183006536 ,0.937908496732026  ,0.9640522875816994 ,0.3104575163398693 ,0.9705882352941176 ,0.977124183006536  ,0.3006535947712418 ,0.9673202614379084
1.0                ,0.9666666666666668 ,0.9433333333333334 ,0.9833333333333332 ,0.9933333333333332 ,0.9633333333333334 ,1.0                ,   0.9966666666666668 ,0.9966666666666668 ,1.0                ,     0.9966666666666668 ,0.9966666666666668 ,0.9966666666666668 ,0.9966666666666668 ,0.9966666666666668 ,1.0                ,1.0                ,0.9966666666666668
0.91395592864638   ,0.8982161594963274 ,0.8929695697796433 ,0.8300104931794333 ,0.8824763903462749 ,0.9265477439664218 ,0.9055613850996852 ,   0.9160545645330536 ,0.9286463798530956 ,0.9171038824763904 ,     0.9517313746065058 ,0.9265477439664218 ,0.8961175236096537 ,0.9737670514165792 ,0.8982161594963274 ,0.919202518363064  ,0.9024134312696748 ,0.938090241343127
0.7377380952380952 ,0.6913095238095238 ,0.7028571428571428 ,0.7111309523809524 ,0.7772619047619047 ,0.6916071428571429 ,0.7799404761904762 ,   0.7704166666666666 ,0.7688095238095238 ,0.7594642857142857 ,     0.7985119047619048 ,0.6886904761904762 ,0.7641666666666667 ,0.7633333333333333 ,0.7556547619047619 ,0.7569047619047619 ,0.7566071428571428 ,0.7609523809523809
0.8435897435897436 ,0.7307692307692307 ,0.7564102564102564 ,0.5846153846153846 ,0.7666666666666667 ,0.5153846153846153 ,0.8051282051282052 ,   0.6897435897435897 ,0.8307692307692308 ,0.8512820512820513 ,     0.8435897435897436 ,0.7871794871794872 ,0.8                ,0.7948717948717948 ,0.7974358974358975 ,0.8538461538461538 ,0.6871794871794872 ,0.8076923076923077
0.8934707903780069 ,0.8487972508591065 ,0.8591065292096219 ,0.8247422680412371 ,0.8831615120274914 ,0.8350515463917526 ,0.8969072164948454 ,   0.8969072164948454 ,0.8831615120274914 ,0.9003436426116839 ,     0.9312714776632304 ,0.8900343642611683 ,0.8831615120274914 ,0.9278350515463918 ,0.865979381443299  ,0.9003436426116839 ,0.8694158075601375 ,0.9106529209621992
0.7523510971786834 ,0.6520376175548589 ,0.6473354231974922 ,0.5736677115987461 ,0.6990595611285266 ,0.5376175548589341 ,0.6943573667711599 ,   0.6536050156739812 ,0.6990595611285266 ,0.7633228840125392 ,     0.7445141065830722 ,0.6347962382445141 ,0.7946708463949843 ,0.603448275862069  ,0.7836990595611285 ,0.7523510971786834 ,0.5877742946708464 ,0.7398119122257053
0.7816862088218872 ,0.6836962590731435 ,0.7024008933556672 ,0.6309324399776661 ,0.7710776102735901 ,0.7024008933556672 ,0.7766610831937465 ,   0.7858738135120045 ,0.7769402568397543 ,0.7981574539363484 ,     0.7685650474595198 ,0.7699609156895589 ,0.7855946398659966 ,0.7445561139028476 ,0.7635399218313791 ,0.7967615857063093 ,0.7467895030709101 ,0.7886655499720826
0.9748743718592964 ,0.9352317141261864 ,0.9355108877721944 ,0.9151312116136237 ,0.974036850921273  ,0.8280290340591848 ,0.9731993299832497 ,   0.9637074260189838 ,0.9681742043551088 ,0.9751535455053044 ,     0.9508654383026244 ,0.9592406476828588 ,0.9704075935231714 ,0.8573422668900056 ,0.9720826353992184 ,0.97571189279732   ,0.951144611948632  ,0.9578447794528197
0.9653944020356234 ,0.8656488549618321 ,0.8585241730279898 ,0.8956743002544529 ,0.9414758269720102 ,0.8727735368956743 ,0.9414758269720102 ,   0.9363867684478372 ,0.9491094147582696 ,0.964885496183206  ,     0.9587786259541984 ,0.9480916030534352 ,0.9480916030534352 ,0.95470737913486   ,0.9389312977099236 ,0.9659033078880408 ,0.9353689567430026 ,0.9582697201017812
1.0                ,1.0                ,1.0                ,0.95               ,1.0                ,1.0                ,1.0                ,   1.0                ,1.0                ,1.0                ,     1.0                ,0.96               ,1.0                ,1.0                ,1.0                ,1.0                ,1.0                ,1.0
0.9137380191693292 ,0.9121405750798722 ,0.9057507987220448 ,0.847444089456869  ,0.9281150159744408 ,0.865814696485623  ,0.9353035143769968 ,   0.9113418530351438 ,0.9584664536741214 ,0.9680511182108626 ,     0.8937699680511182 ,0.9177316293929711 ,0.9273162939297124 ,0.9329073482428116 ,0.9049520766773164 ,0.9169329073482428 ,0.5391373801916933 ,0.952076677316294
0.9873015873015872 ,1.0                ,0.9968253968253968 ,0.5238095238095238 ,1.0                ,1.0                ,1.0                ,   1.0                ,1.0                ,1.0                ,     1.0                ,0.984126984126984  ,1.0                ,1.0                ,1.0                ,0.9936507936507936 ,1.0                ,0.9904761904761904
0.9930555555555556 ,0.9861111111111112 ,0.9722222222222222 ,1.0                ,0.9930555555555556 ,0.8958333333333334 ,0.9791666666666666 ,   0.9861111111111112 ,0.9930555555555556 ,0.9930555555555556 ,     0.9861111111111112 ,0.9652777777777778 ,0.9861111111111112 ,0.9930555555555556 ,0.9930555555555556 ,0.9930555555555556 ,0.9513888888888888 ,0.9861111111111112
0.95               ,0.9                ,0.8833333333333333 ,0.9333333333333332 ,0.9166666666666666 ,0.9333333333333332 ,0.95               ,   0.9166666666666666 ,0.9                ,0.9333333333333332 ,     0.95               ,0.9166666666666666 ,0.8833333333333333 ,1.0                ,0.9333333333333332 ,0.95               ,0.95               ,0.9166666666666666
0.9738693467336684 ,0.9618090452261306 ,0.9226130653266332 ,0.8130653266331658 ,0.9547738693467336 ,0.9608040201005024 ,0.9658291457286432 ,   0.9728643216080402 ,0.9698492462311558 ,0.9728643216080402 ,     0.984924623115578  ,0.9336683417085428 ,0.9778894472361808 ,0.9296482412060302 ,0.9668341708542714 ,0.9728643216080402 ,0.9366834170854272 ,0.9829145728643216
0.9968354430379748 ,1.0                ,1.0                ,0.8544303797468354 ,1.0                ,0.9936708860759492 ,1.0                ,   0.9841772151898734 ,0.9968354430379748 ,1.0                ,     1.0                ,0.9683544303797468 ,1.0                ,0.9936708860759492 ,1.0                ,0.9968354430379748 ,0.9968354430379748 ,0.9936708860759492
0.91               ,0.905              ,0.9183333333333332 ,0.6166666666666667 ,0.85               ,0.8083333333333333 ,0.8633333333333333 ,   0.8616666666666667 ,0.9366666666666666 ,0.92               ,     0.925              ,0.8533333333333334 ,0.925              ,0.9283333333333332 ,0.8866666666666667 ,0.905              ,0.8583333333333333 ,0.9316666666666666
0.9772727272727272 ,1.0                ,1.0                ,0.9090909090909092 ,0.9772727272727272 ,0.6363636363636364 ,0.9886363636363636 ,   0.9659090909090908 ,1.0                ,0.9772727272727272 ,     0.9545454545454546 ,0.875              ,1.0                ,0.9545454545454546 ,0.9659090909090908 ,0.9772727272727272 ,0.5795454545454546 ,0.9204545454545454
0.9421487603305784 ,0.9586776859504132 ,0.9793388429752066 ,0.4628099173553719 ,0.7148760330578512 ,0.6942148760330579 ,0.8553719008264463 ,   0.8677685950413223 ,0.987603305785124  ,0.9669421487603306 ,     0.9214876033057852 ,0.950413223140496  ,0.9958677685950412 ,0.9793388429752066 ,0.8305785123966942 ,0.9421487603305784 ,0.8677685950413223 ,0.975206611570248
0.9473372781065088 ,0.7751479289940828 ,0.785207100591716  ,0.7668639053254438 ,0.7591715976331361 ,0.763905325443787  ,0.7627218934911243 ,   0.7816568047337278 ,0.7828402366863906 ,0.8781065088757396 ,     0.7928994082840237 ,0.7579881656804733 ,0.8420118343195266 ,0.8029585798816568 ,0.8715976331360947 ,0.9467455621301776 ,0.878698224852071  ,0.7899408284023669
0.7267539878096226 ,0.7049669303592271 ,0.7371287770717158 ,0.6884969524056542 ,0.7303851640513552 ,0.7274024121385034 ,0.7355725586824018 ,   0.7691609389184282 ,0.7420568019712099 ,0.7545065490857217 ,     0.7211775385812476 ,0.6726753987809623 ,0.7599533134483206 ,0.7220853326416807 ,0.7067825184800933 ,0.7285695759304889 ,0.7663078718713526 ,0.7643625988847101
0.8048780487804879 ,0.8195121951219512 ,0.7951219512195122 ,0.824390243902439  ,0.8097560975609757 ,0.7609756097560976 ,0.7902439024390244 ,   0.775609756097561  ,0.8146341463414634 ,0.824390243902439  ,     0.8                ,0.751219512195122  ,0.824390243902439  ,0.7804878048780488 ,0.775609756097561  ,0.8048780487804879 ,0.7804878048780488 ,0.7951219512195122
